filename,category,full_path,risk_level,redness_score,bald_area_ratio,lesion_circularity,affected_pixel_count,stat_base_redness,stat_std_redness,processing_time_sec,error
FA_Opulencia_4.png,Feline Acne,..\Dataset\Feline Acne\FA_Opulencia_4.png,High,0.026380300521850586,0.039428114732261786,0.22500633005340645,1332,131.37667846679688,9.4193754196167,0.024,
FA_Opulencia_5.png,Feline Acne,..\Dataset\Feline Acne\FA_Opulencia_5.png,High,0.03002464771270752,0.042740969551787175,0.0409174308733356,10170,131.84315490722656,2.5511410236358643,0.12,
FA_Opulencia_6.png,Feline Acne,..\Dataset\Feline Acne\FA_Opulencia_6.png,High,0.0167158842086792,0.056934961031795295,0.4111914221967851,1651,130.13963317871094,4.814343452453613,0.02,
FA_Opulencia_7.png,Feline Acne,..\Dataset\Feline Acne\FA_Opulencia_7.png,High,0.011838912963867188,0.05972067146652293,0.3564194236655121,12409,129.515380859375,3.090876579284668,0.093,
FA_Opulencia_8.png,Feline Acne,..\Dataset\Feline Acne\FA_Opulencia_8.png,High,0.1289515495300293,0.03651997488044056,0.24418884983259256,756,144.50579833984375,9.103316307067871,0.025,
FAD_Opulencia_1.png,Flea Allergy Dermatitis,..\Dataset\Flea Allergy Dermatitis\FAD_Opulencia_1.png,Low,0.05229508876800537,0.0019109471883686125,0.46603410870331674,143,134.6937713623047,3.7776284217834473,0.028,
FAD_Opulencia_2.png,Flea Allergy Dermatitis,..\Dataset\Flea Allergy Dermatitis\FAD_Opulencia_2.png,High,0.0003110170364379883,0.01922331563184255,0.4482230794337785,3819,128.03981018066406,2.7433857917785645,0.084,
FAD_Opulencia_3.png,Flea Allergy Dermatitis,..\Dataset\Flea Allergy Dermatitis\FAD_Opulencia_3.png,High,0.01297461986541748,0.00512195260911924,0.19252935427972245,899,129.66075134277344,2.305082321166992,0.078,
FAD_Opulencia_4.png,Flea Allergy Dermatitis,..\Dataset\Flea Allergy Dermatitis\FAD_Opulencia_4.png,Low,-0.034307658672332764,0.0,0.0,0,123.6086196899414,11.490985870361328,0.171,
FAD_Opulencia_5.png,Flea Allergy Dermatitis,..\Dataset\Flea Allergy Dermatitis\FAD_Opulencia_5.png,High,-0.019589602947235107,0.010597473540457494,0.4893252792363968,776,125.4925308227539,3.0215635299682617,0.041,
